Title,Year,Genres,Runtime,Rating,Metascore,Votes,Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
In a Lonely Place,1950.0,"['Drama', 'Film-Noir', 'Mystery']",94.0,8.0,,16956.0,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Wrong Turn 4: Bloody Beginnings,2011.0,['Horror'],93.0,4.5,,16955.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Assault on Wall Street,2013.0,"['Action', 'Crime', 'Thriller']",99.0,6.1,24.0,16953.0,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Psycho II,1983.0,"['Crime', 'Horror', 'Mystery']",113.0,6.4,,16951.0,32000000.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Out for Justice,1991.0,"['Action', 'Crime', 'Drama']",91.0,6.0,,16946.0,39670000.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Down Periscope,1996.0,['Comedy'],92.0,6.0,,16936.0,25800000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Barefoot,2014.0,"['Comedy', 'Drama', 'Romance']",90.0,6.6,22.0,16934.0,10000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Butter,2011.0,['Comedy'],90.0,6.2,40.0,16915.0,70000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Metropolis,2001.0,"['Animation', 'Adventure', 'Drama']",108.0,7.3,75.0,16903.0,640000.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ondine,2009.0,"['Drama', 'Mystery', 'Romance']",111.0,6.8,65.0,16902.0,550000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Blind Date,1987.0,"['Comedy', 'Romance']",95.0,5.9,,16892.0,39320000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Captain Ron,1992.0,"['Adventure', 'Comedy']",90.0,5.6,,16884.0,22520000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Problem Child 2,1991.0,"['Comedy', 'Family']",90.0,4.5,,16882.0,25100000.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
American Mary,2012.0,"['Crime', 'Drama', 'Horror']",103.0,6.3,46.0,16867.0,,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Mad Money,2008.0,"['Comedy', 'Crime', 'Thriller']",104.0,5.8,41.0,16866.0,20670000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
It's All Gone Pete Tong,2004.0,"['Biography', 'Comedy', 'Drama']",90.0,7.4,56.0,16865.0,120000.0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bodyguard,2011.0,"['Action', 'Romance']",130.0,4.5,41.0,16864.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
After the Dark,2013.0,"['Drama', 'Fantasy', 'History']",107.0,5.7,37.0,16862.0,,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
The Alamo,2004.0,"['Drama', 'History', 'War']",137.0,6.0,47.0,16862.0,22410000.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Les yeux sans visage,1960.0,"['Drama', 'Horror']",90.0,7.8,88.0,16845.0,50000.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Pink Flamingos,1972.0,"['Comedy', 'Crime', 'Horror']",93.0,6.1,,16837.0,180000.0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
The Postman Always Rings Twice,1981.0,"['Crime', 'Drama', 'Thriller']",122.0,6.6,,16808.0,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Alphaville,1965.0,"['Drama', 'Mystery', 'Sci-Fi']",99.0,7.2,,16805.0,50000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Dead Men Don't Wear Plaid,1982.0,"['Comedy', 'Crime', 'Mystery']",88.0,6.8,,16803.0,16960000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
The House of the Spirits,1993.0,"['Drama', 'Romance']",140.0,6.9,,16797.0,6270000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Big Heat,1953.0,"['Crime', 'Film-Noir', 'Thriller']",90.0,8.0,,16795.0,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Curly Sue,1991.0,"['Comedy', 'Drama', 'Family']",101.0,5.7,,16793.0,33690000.0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Ballistic: Ecks vs. Sever,2002.0,"['Action', 'Crime', 'Sci-Fi']",91.0,3.6,19.0,16787.0,14290000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Manon of the Spring,1986.0,['Drama'],113.0,8.0,,16781.0,3940000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Darkness,2002.0,['Horror'],88.0,5.4,15.0,16780.0,22160000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
City Hall,1996.0,"['Drama', 'Thriller']",111.0,6.2,,16778.0,20300000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
She's Funny That Way,2014.0,['Comedy'],93.0,6.2,45.0,16759.0,90000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jessabelle,2014.0,"['Horror', 'Thriller']",90.0,5.4,37.0,16756.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Bunraku,2010.0,"['Action', 'Drama', 'Fantasy']",124.0,6.2,28.0,16755.0,,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Summer Wars,2009.0,"['Animation', 'Action', 'Comedy']",114.0,7.6,63.0,16745.0,80000.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cat's Eye,1985.0,"['Comedy', 'Horror', 'Thriller']",94.0,6.2,,16743.0,9000000.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Passion,2012.0,"['Crime', 'Drama', 'Mystery']",102.0,5.3,53.0,16737.0,90000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Juice,1992.0,"['Action', 'Crime', 'Drama']",95.0,7.1,60.0,16729.0,20150000.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cool World,1992.0,"['Animation', 'Comedy', 'Fantasy']",102.0,4.8,28.0,16724.0,14110000.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Obvious Child,2014.0,"['Comedy', 'Drama']",84.0,6.8,76.0,16723.0,3120000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
In July,2000.0,"['Adventure', 'Comedy', 'Romance']",99.0,7.8,71.0,16722.0,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Express,2008.0,"['Biography', 'Drama', 'Sport']",130.0,7.3,58.0,16716.0,9590000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
The Fly II,1989.0,"['Horror', 'Sci-Fi']",105.0,4.9,,16714.0,20020000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
When a Man Loves a Woman,1994.0,"['Drama', 'Romance']",126.0,6.5,,16703.0,50020000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tales from the Crypt: Demon Knight,1995.0,"['Action', 'Fantasy', 'Horror']",92.0,6.7,,16690.0,21090000.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
My Dog Skip,2000.0,"['Drama', 'Family', 'Sport']",95.0,7.0,61.0,16682.0,34100000.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Les poupées russes,2005.0,"['Comedy', 'Drama', 'Romance']",125.0,7.0,67.0,16682.0,320000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Thomas Crown Affair,1968.0,"['Crime', 'Drama', 'Romance']",102.0,7.0,,16680.0,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Bang Bang,2014.0,"['Action', 'Adventure', 'Comedy']",153.0,5.5,,16660.0,2550000.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clockers,1995.0,"['Crime', 'Drama', 'Mystery']",128.0,6.9,71.0,16660.0,13040000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
The Adventures of Rocky & Bullwinkle,2000.0,"['Animation', 'Adventure', 'Comedy']",92.0,4.1,36.0,16656.0,26000000.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
House of Games,1987.0,"['Crime', 'Thriller']",102.0,7.3,,16641.0,2590000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Umberto D.,1952.0,['Drama'],89.0,8.2,92.0,16640.0,70000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Needful Things,1993.0,"['Crime', 'Drama', 'Fantasy']",120.0,6.2,,16638.0,15190000.0,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Down in the Valley,2005.0,"['Drama', 'Romance', 'Thriller']",114.0,6.5,65.0,16638.0,570000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
High-Rise,2015.0,['Drama'],119.0,5.8,65.0,16630.0,340000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Women,2008.0,"['Comedy', 'Drama']",114.0,4.9,27.0,16620.0,26900000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aliens in the Attic,2009.0,"['Adventure', 'Comedy', 'Family']",86.0,5.4,42.0,16618.0,25200000.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Suspect Zero,2004.0,"['Crime', 'Drama', 'Mystery']",99.0,5.9,37.0,16596.0,8710000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Mad City,1997.0,"['Crime', 'Drama', 'Thriller']",115.0,6.2,45.0,16591.0,10560000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Promotion,2008.0,['Comedy'],86.0,5.7,51.0,16584.0,410000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mansfield Park,1999.0,"['Comedy', 'Drama', 'Romance']",112.0,7.1,71.0,16578.0,4760000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Playing by Heart,1998.0,"['Comedy', 'Drama', 'Romance']",121.0,7.2,,16566.0,3960000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Namesake,2006.0,['Drama'],122.0,7.6,82.0,16566.0,13570000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Afflicted,2013.0,"['Horror', 'Mystery', 'Thriller']",85.0,6.3,56.0,16565.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
The Stanford Prison Experiment,2015.0,"['Biography', 'Drama', 'History']",122.0,6.9,67.0,16563.0,640000.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Silver Bullet,1985.0,['Horror'],95.0,6.3,,16558.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Return to Me,2000.0,"['Comedy', 'Drama', 'Romance']",115.0,6.9,54.0,16530.0,32659999.999999996,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
A Sound of Thunder,2005.0,"['Action', 'Adventure', 'Horror']",101.0,4.2,24.0,16516.0,1890000.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9th Company,2005.0,"['Action', 'Drama', 'History']",139.0,7.2,,16514.0,,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Stardust Memories,1980.0,"['Comedy', 'Drama']",89.0,7.5,,16500.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lantana,2001.0,"['Drama', 'Mystery', 'Romance']",121.0,7.4,84.0,16499.0,4460000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
